f,3,3
f,4,16
f,5,2
f,6,6
f,7,3
f,8,18
f,9,13
g,a,14
g,b,10
g,c,4
g,d,14
g,e,12
g,f,5
g,h,17
g,i,11
g,j,3
g,k,12
g,l,17
g,m,15
g,n,16
g,o,16
g,p,11
g,q,5
g,r,17
g,s,18
g,t,8
g,u,8
g,v,15
g,w,5
g,x,9
g,y,10
g,z,2
g,1,6
g,2,1
g,3,8
g,4,16
g,5,18
g,6,9
g,7,4
g,8,6
g,9,16
h,a,7
h,b,18
h,c,17
h,d,8
h,e,8
h,f,9
h,g,3
h,i,18
h,j,6
h,k,17
h,l,18
h,m,16
h,n,8
h,o,13
h,p,11
h,q,15
h,r,7
h,s,11
h,t,10
h,u,18
h,v,5
h,w,2
h,x,14
h,y,11
h,z,5
h,1,6
h,2,11
h,3,11
h,4,9
h,5,4
h,6,7
h,7,6
h,8,8
h,9,5
i,a,17
i,b,5
i,c,7
i,d,10
i,e,3
i,f,10
i,g,12
i,h,14
i,j,9
i,k,5
i,l,11
i,m,15
i,n,7
i,o,1
i,p,1
i,q,6
i,r,1
i,s,10
i,t,14
i,u,16
i,v,4
i,w,17
i,x,19
i,y,13
i,z,16
i,1,5
i,2,8
i,3,14
i,4,3
i,5,12
i,6,10
i,7,15
i,8,18
i,9,12
j,a,18
j,b,19
j,c,5
j,d,11
j,e,17
j,f,9
j,g,11
j,h,16
j,i,5
j,k,14
j,l,17
j,m,8
j,n,13
j,o,10
j,p,19
j,q,2
j,r,18
j,s,17
j,t,9
j,u,9
j,v,7
j,w,4
j,x,11
j,y,15
j,z,18
j,1,9
j,2,11
j,3,1
j,4,3
j,5,19
j,6,19
j,7,7
j,8,12
j,9,10
k,a,15
k,b,11
k,c,16
k,d,4
k,e,15
k,f,5
k,g,10
k,h,1
k,i,19
k,j,9
k,l,19
k,m,17
k,n,15
k,o,14
k,p,5
k,q,11
k,r,7
k,s,6
k,t,9
k,u,19
k,v,13
k,w,17
k,x,9
k,y,4
k,z,1
k,1,4
k,2,3
k,3,16
k,4,5
k,5,11
k,6,17
k,7,8
k,8,5
k,9,18
l,a,6
l,b,3
l,c,10
l,d,10
l,e,10
l,f,16
l,g,2
l,h,14
l,i,17
l,j,8
l,k,12
l,m,19
l,n,13
l,o,9
l,p,12
l,q,18
l,r,4
l,s,13
l,t,18
l,u,8
l,v,4
l,w,12
l,x,18
l,y,14
l,z,10
l,1,3
l,2,2
l,3,9
l,4,16
l,5,5
l,6,9
l,7,7
l,8,14
l,9,18
m,a,4
m,b,11
m,c,14
m,d,13
m,e,19
m,f,13
m,g,13
m,h,18
m,i,18
m,j,14
m,k,11
m,l,16
m,n,19
m,o,1
m,p,9
m,q,17
m,r,5
m,s,3
m,t,15
m,u,18
m,v,3
m,w,14
m,x,4
m,y,7
m,z,3
m,1,14
m,2,4
m,3,5
m,4,14
m,5,1
m,6,15
m,7,11
m,8,17
m,9,10
n,a,10
n,b,18
n,c,5
n,d,5
n,e,6
n,f,16
n,g,18
n,h,13
n,i,17
n,j,9
n,k,16
n,l,19
n,m,8
n,o,6
n,p,14
n,q,3
n,r,15
n,s,9
n,t,13
n,u,9
n,v,16
n,w,11
n,x,15
n,y,15
n,z,4
n,1,9
n,2,11
n,3,19
n,4,2
n,5,2
n,6,2
n,7,16
n,8,9
n,9,19
o,a,13
o,b,12
o,c,18
o,d,11
o,e,7
o,f,4
o,g,15
o,h,18
o,i,5
o,j,17
o,k,7
o,l,3
o,m,14
o,n,3
o,p,18
o,q,14
o,r,19
o,s,18
o,t,16
o,u,5
o,v,5
o,w,15
o,x,2
o,y,1
o,z,7
o,1,14
o,2,1
o,3,12
o,4,11
o,5,12
o,6,2
o,7,10
o,8,2
o,9,8
p,a,10
p,b,3
p,c,13
p,d,10
p,e,13
p,f,4
p,g,17
p,h,2
p,i,18
p,j,12
p,k,3
p,l,19
p,m,12
p,n,10
p,o,19
p,q,1
p,r,1
p,s,4
p,t,17
p,u,6
p,v,15
p,w,5
p,x,7
p,y,11
p,z,11
p,1,1
p,2,15
p,3,12
p,4,6
p,5,8
p,6,16
p,7,6
p,8,2
p,9,7
q,a,18
q,b,14
q,c,17
q,d,9
q,e,16
q,f,4
q,g,15
q,h,1
q,i,16
q,j,6
q,k,8
q,l,8
q,m,12
q,n,8
q,o,15
q,p,16
q,r,14
q,s,1
q,t,19
q,u,14
q,v,17
q,w,7
q,x,3
q,y,16
q,z,1
q,1,12
q,2,14
q,3,13
q,4,10
q,5,7
q,6,7
q,7,6
q,8,9
q,9,5
r,a,14
r,b,7
r,c,4
r,d,14
r,e,4
r,f,19
r,g,10
r,h,16
r,i,17
r,j,9
r,k,3
r,l,5
r,m,18
r,n,2
r,o,12
r,p,15
r,q,2
r,s,3
r,t,14
r,u,4
r,v,13
r,w,2
r,x,4
r,y,3
r,z,17
r,1,15
r,2,4
r,3,15
r,4,1
r,5,14
r,6,16
r,7,17
r,8,19
r,9,12
s,a,12
s,b,8
s,c,19
s,d,8
s,e,10
s,f,1
s,g,4
s,h,19
s,i,10
s,j,18
s,k,11
s,l,2
s,m,7
s,n,19
s,o,16
s,p,8
s,q,17
s,r,8
s,t,11
s,u,17
s,v,4
s,w,2
s,x,6
s,y,7
s,z,9
s,1,10
s,2,5
s,3,5
s,4,10
s,5,9
s,6,4
s,7,6
s,8,15
s,9,14
t,a,7
t,b,7
t,c,6
t,d,3
t,e,4
t,f,7
t,g,18
t,h,2
t,i,9
t,j,11
t,k,15
t,l,7
t,m,7
t,n,19
t,o,11
t,p,7
t,q,7
t,r,11
t,s,9
t,u,17
t,v,3
t,w,6
t,x,11
t,y,11
t,z,15
t,1,16
t,2,1
t,3,15
t,4,1
t,5,14
t,6,15
t,7,18
t,8,7
t,9,1
u,a,4
u,b,12
u,c,17
u,d,7
u,e,2
u,f,13
u,g,7
u,h,9
u,i,5
u,j,9
u,k,16
u,l,3
u,m,4
u,n,18
u,o,11
u,p,17
u,q,2
u,r,13
u,s,9
u,t,5
u,v,2
u,w,1
u,x,14
u,y,15
u,z,14
u,1,1
u,2,17
u,3,1
u,4,5
u,5,2
u,6,13
u,7,7
u,8,9
u,9,18
v,a,4
v,b,6
v,c,14
v,d,19
v,e,10
v,f,6
v,g,10
v,h,17
v,i,6
v,j,9
v,k,16
v,l,15
v,m,17
v,n,7
v,o,4
v,p,8
v,q,6
v,r,15
v,s,16
v,t,12
v,u,9
v,w,2
v,x,17
v,y,1
v,z,19
v,1,17
v,2,16
v,3,13
v,4,7
v,5,19
v,6,17
v,7,19
v,8,3
v,9,9
w,a,1
w,b,3
w,c,7
w,d,2
w,e,5
w,f,5
w,g,11
w,h,18
w,i,16
w,j,12
w,k,9
w,l,1
w,m,9
w,n,10
w,o,3
w,p,11
w,q,15
w,r,6
w,s,13
w,t,8
w,u,1
w,v,1
w,x,6
w,y,11
w,z,2
w,1,18
w,2,19
w,3,11
w,4,5
w,5,15
w,6,3
w,7,4
w,8,7
w,9,3
x,a,15
x,b,2
x,c,6
x,d,17
x,e,11
x,f,12
x,g,19
x,h,12
x,i,10
x,j,3
x,k,17
x,l,10
x,m,18
x,n,8
x,o,4
x,p,13
x,q,16
x,r,18
x,s,17
x,t,4
x,u,5
x,v,11
x,w,5
x,y,18
x,z,19
x,1,3
x,2,4
x,3,16
x,4,17
x,5,14
x,6,2
x,7,4
x,8,7
x,9,3
y,a,10
y,b,13
y,c,5
y,d,1
y,e,12
y,f,7
y,g,17
y,h,9
y,i,17
y,j,15
y,k,17
y,l,19
y,m,16
y,n,15
y,o,15
y,p,15
y,q,2
y,r,7
y,s,2
y,t,5
y,u,3
y,v,11
y,w,4
y,x,14
y,z,5
y,1,11
y,2,18
y,3,19
y,4,18
y,5,6
y,6,9
y,7,7
y,8,12
y,9,8
z,a,16
z,b,15
z,c,5
z,d,10
z,e,8
z,f,17
z,g,15
z,h,5
z,i,17
z,j,15
z,k,9
z,l,3
z,m,18
z,n,13
z,o,5
z,p,11
z,q,2
z,r,11
z,s,12
z,t,6
z,u,17
z,v,17
z,w,5
z,x,19
z,y,7
z,1,16
z,2,10
z,3,8
z,4,11
z,5,12
z,6,4
z,7,14
z,8,8
z,9,8
1,a,2
1,b,16
1,c,17
1,d,1
1,e,7
1,f,8
1,g,8
1,h,19
1,i,15
1,j,2
1,k,17
1,l,2
1,m,6
1,n,12
1,o,15
1,p,13
1,q,4
1,r,17
1,s,6
1,t,2
1,u,12
1,v,16
1,w,15
1,x,19
1,y,1
1,z,2
1,2,17
1,3,11
1,4,12
1,5,15
1,6,7
1,7,15
1,8,17
1,9,10
2,a,3
2,b,2
2,c,19
2,d,17
2,e,13
2,f,10
2,g,18
2,h,4
2,i,5
2,j,11
2,k,4
2,l,12
2,m,9
2,n,9
2,o,17
2,p,18
2,q,19
2,r,16
2,s,10
2,t,9
2,u,7
2,v,11
2,w,15
2,x,13
2,y,1
2,z,11
2,1,8
2,3,11
2,4,3
2,5,11
2,6,18
2,7,16
2,8,15
2,9,1
3,a,13
3,b,8
3,c,7
3,d,3
3,e,5
3,f,14
3,g,18
3,h,11
3,i,3
3,j,15
3,k,13
3,l,11
3,m,19
3,n,10
3,o,6
3,p,7
3,q,14
3,r,6
3,s,15
3,t,3
3,u,4
3,v,13
3,w,16
3,x,18
3,y,6
3,z,19
3,1,15
3,2,17
3,4,14
3,5,16
3,6,7
3,7,6
3,8,12
3,9,8
4,a,3
4,b,12
4,c,12
4,d,11
4,e,13
4,f,15
4,g,17
4,h,9
4,i,16
4,j,19
4,k,12
4,l,12
4,m,8
4,n,16
4,o,7
4,p,15
4,q,10
4,r,8
4,s,13
4,t,13
4,u,8
4,v,19
4,w,7
4,x,16
4,y,2
4,z,1
4,1,3
4,2,9
4,3,18
4,5,12
4,6,17
4,7,1
4,8,18
4,9,17
5,a,10
5,b,19
5,c,13
5,d,14
5,e,16
5,f,14
5,g,4
5,h,10
5,i,19
5,j,14
5,k,3
5,l,11
5,m,16
5,n,2
5,o,11
5,p,13
5,q,19
5,r,14
5,s,12
5,t,19
5,u,19
5,v,13
5,w,11
5,x,4
5,y,1
5,z,17
5,1,4
5,2,7
5,3,14
5,4,2
5,6,19
5,7,19
5,8,9
5,9,16
6,a,4
6,b,13
6,c,3
6,d,8
6,e,10
6,f,8
6,g,11
6,h,5
6,i,17
6,j,5
6,k,6
6,l,17
6,m,2
6,n,9
6,o,14
6,p,4
6,q,9
6,r,12
6,s,3
6,t,16
6,u,7
6,v,4
6,w,1
6,x,16
6,y,4
6,z,6
6,1,15
6,2,16
6,3,8
6,4,10
6,5,14
6,7,8
6,8,11
6,9,4
7,a,5
7,b,7
7,c,10
7,d,18
7,e,19
7,f,3
7,g,9
7,h,10
7,i,6
7,j,9
7,k,10
7,l,17
7,m,13
7,n,18
7,o,14
7,p,13
7,q,10
7,r,19
7,s,4
7,t,8
7,u,15
7,v,9
7,w,7
7,x,3
7,y,14
7,z,18
7,1,3
7,2,2
7,3,18
7,4,13
7,5,5
7,6,16
7,8,19
7,9,7
8,a,3
8,b,8
8,c,3
8,d,1
8,e,9
8,f,5
8,g,14
8,h,6
8,i,4
8,j,19
8,k,3
8,l,15
8,m,13
8,n,15
8,o,8
8,p,4
8,q,10
8,r,15
8,s,3
8,t,1
8,u,3
8,v,13
8,w,5
8,x,16
8,y,4
8,z,13
8,1,4
8,2,17
8,3,3
8,4,16
8,5,19
8,6,6
8,7,18
8,9,18
9,a,8
9,b,17
9,c,11
9,d,16
9,e,17
9,f,6
9,g,19
9,h,15
9,i,8
9,j,5
9,k,4
9,l,16
9,m,8
9,n,16
9,o,2
9,p,8
9,q,3
9,r,4
9,s,7
9,t,9
9,u,14
9,v,12
9,w,10
9,x,10
9,y,3
9,z,8
9,1,3
9,2,10
9,3,1
9,4,16
9,5,2
9,6,5
9,7,1
9,8,2
